Date,Price,Open,High,Low,Vol.,Change %
12/29/2020,89.883,90.1,90.1,89.83,0.04K,-0.40%
12/28/2020,90.24,90.1,90.26,89.89,0.07K,0.03%
12/24/2020,90.215,90.115,90.225,90.075,0.02K,-0.10%
12/23/2020,90.306,90.4,90.46,90.07,0.03K,-0.23%
12/22/2020,90.511,90.055,90.55,90.055,0.04K,0.66%
12/21/2020,89.914,90,90.91,89.97,0.09K,-0.01%
12/18/2020,89.92,89.805,89.9,89.77,0.01K,0.24%
12/17/2020,89.706,90.05,90.05,89.62,0.23K,-0.69%
12/16/2020,90.327,90.33,90.56,90.03,0.05K,-0.05%
12/15/2020,90.369,90.55,90.685,90.325,0.02K,-0.32%
12/14/2020,90.655,90.73,90.845,90.345,23.43K,-0.30%
12/11/2020,90.924,90.67,90.975,90.545,21.50K,0.19%
12/10/2020,90.751,91,91.08,90.575,27.05K,-0.29%
12/9/2020,91.011,90.83,91.12,90.595,14.05K,0.14%
12/8/2020,90.88,90.825,90.925,90.66,10.38K,0.20%
12/7/2020,90.702,90.675,91.15,90.515,8.92K,0.10%
12/4/2020,90.609,90.585,90.78,90.38,7.98K,-0.04%
12/3/2020,90.645,91.03,91.03,90.435,1.98K,-0.45%
12/2/2020,91.052,91.16,91.43,90.915,1.00K,-0.19%
12/1/2020,91.227,91.825,91.835,91.085,1.00K,-0.62%
11/30/2020,91.792,91.695,91.955,91.425,0.90K,0.06%
11/27/2020,91.741,91.93,91.98,91.69,0.21K,-0.18%
11/26/2020,91.906,91.905,92.1,91.785,0.22K,0.00%
11/25/2020,91.906,92.118,92.252,91.91,-,-0.28%
11/24/2020,92.165,92.445,92.5,92.065,0.42K,-0.29%
11/23/2020,92.434,92.325,92.73,91.955,0.35K,0.11%
11/20/2020,92.335,92.25,92.35,92.15,0.16K,0.11%
11/19/2020,92.234,92.445,92.62,92.19,0.19K,-0.03%
11/18/2020,92.261,92.405,92.45,92.15,0.13K,-0.09%
11/17/2020,92.348,92.445,92.485,92.2,0.15K,-0.25%
11/16/2020,92.58,92.62,92.785,92.4,0.14K,-0.14%
11/13/2020,92.708,92.895,92.96,92.67,0.11K,-0.22%
11/12/2020,92.915,92.97,93.045,92.73,0.21K,-0.08%
11/11/2020,92.994,92.665,93.165,92.6,0.17K,0.31%
11/10/2020,92.706,92.715,92.935,92.585,0.16K,0.02%
11/9/2020,92.685,92.155,92.925,92.12,0.40K,0.53%
11/6/2020,92.195,92.75,92.75,92.13,0.23K,-0.31%
11/5/2020,92.486,93.36,93.365,92.485,0.28K,-0.96%
11/4/2020,93.381,93.555,94.25,93.23,0.15K,-0.16%
11/3/2020,93.53,93.98,93.98,93.305,0.07K,-0.61%
11/2/2020,94.105,94.105,94.165,93.965,0.15K,0.10%
10/30/2020,94.007,93.91,94.01,93.755,0.08K,0.07%
10/29/2020,93.942,93.4,94.075,93.325,0.13K,0.60%
10/28/2020,93.379,93.125,93.615,93.125,0.16K,0.52%
10/27/2020,92.897,92.915,93,92.79,0.10K,-0.12%
10/26/2020,93.009,92.715,93.05,92.715,0.04K,0.30%
10/23/2020,92.73,93.065,93.065,92.635,0.06K,-0.21%
10/22/2020,92.929,92.675,92.93,92.61,0.08K,0.39%
10/21/2020,92.564,92.92,92.92,92.46,0.12K,-0.49%
10/20/2020,93.016,93.4,93.46,92.975,0.10K,-0.40%
10/19/2020,93.394,93.69,93.69,93.185,0.12K,-0.27%
10/16/2020,93.644,93.77,93.81,93.505,0.10K,-0.20%
10/15/2020,93.829,93.395,93.85,93.385,0.07K,0.52%
10/14/2020,93.346,93.525,93.525,93.245,0.14K,-0.17%
10/13/2020,93.501,93.045,93.58,93.045,0.15K,0.47%
10/12/2020,93.066,93.115,93.205,93.01,0.06K,0.03%
10/9/2020,93.04,93.4,93.405,92.975,0.08K,-0.62%
10/8/2020,93.623,93.66,93.775,93.535,0.16K,-0.03%
10/7/2020,93.653,93.85,93.94,93.6,0.08K,-0.07%
10/6/2020,93.719,93.4,93.87,93.4,0.15K,0.20%
10/5/2020,93.53,93.845,93.845,93.395,0.13K,-0.37%
10/2/2020,93.874,93.755,94.03,93.705,0.10K,0.16%
10/1/2020,93.725,93.89,93.925,93.58,0.12K,-0.18%
9/30/2020,93.897,93.88,94.19,93.715,0.09K,0.00%
9/29/2020,93.895,94.235,94.28,93.865,0.13K,-0.40%
9/28/2020,94.269,94.55,94.56,94.145,0.12K,-0.40%
9/25/2020,94.647,94.37,94.69,94.215,0.08K,0.31%
9/24/2020,94.358,94.28,94.58,94.215,0.13K,-0.04%
9/23/2020,94.398,94.04,94.425,93.95,0.18K,0.45%
9/22/2020,93.978,93.56,94.075,93.46,0.13K,0.36%
9/21/2020,93.639,92.995,93.75,92.995,0.04K,0.79%
9/18/2020,92.907,92.8,92.945,92.77,0.02K,-0.01%
9/17/2020,92.919,93.37,93.37,92.865,0.02K,-0.27%
9/16/2020,93.171,93.07,93.085,92.76,0.02K,0.16%
9/15/2020,93.025,93.07,93.185,92.79,18.64K,-0.04%
9/14/2020,93.06,93.335,93.34,92.865,24.01K,-0.30%
9/11/2020,93.338,93.365,93.4,93.075,27.44K,0.02%
9/10/2020,93.316,93.255,93.445,92.68,34.05K,0.08%
9/9/2020,93.244,93.545,93.64,93.1,12.55K,-0.19%
9/8/2020,93.425,93.055,93.515,92.99,14.64K,0.77%
9/7/2020,92.709,92.785,93.08,92.785,2.89K,0.00%
9/4/2020,92.709,92.825,93.245,92.66,5.77K,-0.03%
9/3/2020,92.735,92.69,93.075,92.69,2.51K,-0.11%
9/2/2020,92.839,92.265,92.88,92.265,1.29K,0.54%
9/1/2020,92.342,92.135,92.405,91.75,1.12K,0.22%
8/31/2020,92.141,92.23,92.5,92.01,1.31K,-0.27%
8/28/2020,92.389,93.1,93.1,92.2,0.94K,-0.66%
8/27/2020,93.006,92.85,93.35,92.445,0.57K,-0.02%
8/26/2020,93.026,93.03,93.365,92.86,0.80K,-0.02%
8/25/2020,93.049,93.38,93.395,92.99,0.37K,-0.29%
8/24/2020,93.319,93.2,93.38,92.88,0.23K,0.05%
8/21/2020,93.27,92.69,93.5,92.61,0.35K,0.50%
8/20/2020,92.808,93.045,93.24,92.74,0.29K,-0.11%
8/19/2020,92.91,92.25,93.08,92.19,0.20K,0.68%
8/18/2020,92.286,92.795,92.795,92.135,0.39K,-0.63%
8/17/2020,92.872,93.07,93.135,92.8,0.28K,-0.26%
8/14/2020,93.11,93.325,93.4,93.06,0.09K,-0.25%
8/13/2020,93.342,93.295,93.4,92.925,0.17K,-0.10%
8/12/2020,93.433,93.735,93.915,93.245,0.14K,-0.21%
8/11/2020,93.625,93.63,93.75,93.185,0.29K,0.03%
8/10/2020,93.594,93.455,93.695,93.33,0.15K,0.17%
8/7/2020,93.432,92.81,93.62,92.81,0.18K,0.69%
8/6/2020,92.788,92.805,93.105,92.5,0.27K,-0.09%
8/5/2020,92.87,93.15,93.22,92.6,0.18K,-0.57%
8/4/2020,93.398,93.6,93.815,93.23,0.16K,-0.14%
8/3/2020,93.527,93.4,93.975,93.36,0.22K,0.20%
7/31/2020,93.341,92.665,93.51,92.52,0.46K,0.34%
7/30/2020,93.024,93.305,93.625,92.915,0.31K,-0.44%
7/29/2020,93.437,93.73,93.73,93.12,0.19K,-0.23%
7/28/2020,93.651,93.515,93.965,93.5,0.22K,0.05%
7/27/2020,93.605,94.295,94.295,93.445,0.25K,-0.82%
7/24/2020,94.377,94.735,94.735,94.23,0.19K,-0.28%
7/23/2020,94.639,94.88,95.135,94.54,0.12K,-0.30%
7/22/2020,94.922,95.07,95.36,94.765,0.21K,-0.13%
7/21/2020,95.049,95.65,95.79,95,0.13K,-0.74%
7/20/2020,95.762,95.855,96.115,95.675,0.05K,-0.11%
7/17/2020,95.864,96.235,96.27,95.87,0.05K,-0.45%
7/16/2020,96.294,95.985,96.3,95.85,0.08K,0.28%
7/15/2020,96.025,96.09,96.16,95.79,0.11K,-0.18%
7/14/2020,96.195,96.5,96.615,96.13,0.12K,-0.20%
7/13/2020,96.388,96.435,96.58,96.21,0.09K,-0.21%
7/10/2020,96.589,96.8,96.935,96.59,0.04K,-0.07%
7/9/2020,96.653,96.375,96.76,96.185,0.07K,0.30%
7/8/2020,96.368,96.96,96.96,96.355,0.05K,-0.49%
7/7/2020,96.839,96.585,97.1,96.585,0.02K,0.16%
7/6/2020,96.682,97.15,97.15,96.515,0.09K,-0.64%
7/3/2020,97.302,97.155,97.32,97.155,0.03K,0.00%
7/2/2020,97.302,97.15,97.29,96.745,0.14K,0.14%
7/1/2020,97.165,97.31,97.58,97.035,0.05K,-0.20%
6/30/2020,97.359,97.415,97.785,97.29,0.04K,-0.16%
6/29/2020,97.511,97.26,97.515,97.145,0.07K,0.10%
6/26/2020,97.417,97.3,97.625,97.27,0.04K,0.02%
6/25/2020,97.395,97.26,97.56,97.26,0.02K,0.28%
6/24/2020,97.124,96.555,97.215,96.555,0.02K,0.54%
6/23/2020,96.603,96.42,96.605,96.41,0.00K,-0.38%
6/22/2020,96.975,97.58,97.58,97,0.01K,-0.60%
6/19/2020,97.562,97.43,97.61,97.17,0.03K,0.19%
6/18/2020,97.38,97,97.46,97,0.03K,0.27%
6/17/2020,97.115,96.845,97.26,96.79,0.07K,0.22%
6/16/2020,96.903,96.485,97.17,96.455,0.05K,0.26%
6/15/2020,96.65,97.25,97.38,96.55,18.52K,-0.70%
6/12/2020,97.33,96.845,97.465,96.485,23.76K,0.63%
6/11/2020,96.723,96.1,96.845,95.915,25.34K,0.86%
6/10/2020,95.897,96.425,96.495,95.57,13.72K,-0.39%
6/9/2020,96.271,96.545,97.005,96.18,5.58K,-0.29%
6/8/2020,96.555,96.835,97.035,96.535,6.53K,-0.35%
6/5/2020,96.892,96.705,97.02,96.46,1.38K,0.28%
6/4/2020,96.624,97.26,97.605,96.54,1.05K,-0.62%
6/3/2020,97.231,97.585,97.585,97.14,0.74K,-0.41%
6/2/2020,97.631,97.815,97.875,97.395,0.39K,-0.16%
6/1/2020,97.79,98.27,98.29,97.75,0.24K,-0.54%
5/29/2020,98.323,98.48,98.56,97.93,0.55K,-0.04%
5/28/2020,98.36,98.89,99.035,98.35,0.20K,-0.69%
5/27/2020,99.048,99.08,99.31,98.71,0.19K,0.13%
5/26/2020,98.919,99.79,99.79,98.915,0.18K,-0.96%
5/25/2020,99.88,99.76,99.86,99.745,0.02K,0.00%
5/22/2020,99.88,99.6,99.885,99.575,0.08K,0.48%
5/21/2020,99.399,99.25,99.54,99.05,0.08K,0.26%
5/20/2020,99.137,99.515,99.515,99.02,0.08K,-0.23%
5/19/2020,99.368,99.655,99.77,99.28,0.15K,-0.33%
5/18/2020,99.692,100.375,100.5,99.63,0.11K,-0.73%
5/15/2020,100.429,100.31,100.5,100.15,0.03K,-0.07%
5/14/2020,100.502,100.4,100.6,100.285,0.02K,0.22%
5/13/2020,100.286,99.98,100.3,99.7,0.03K,0.34%
5/12/2020,99.95,100.4,100.5,99.77,0.04K,-0.31%
5/11/2020,100.26,99.75,100.3,99.75,0.10K,0.49%
5/8/2020,99.775,99.71,99.97,99.485,0.13K,-0.17%
5/7/2020,99.941,100.31,100.465,99.895,0.08K,-0.22%
5/6/2020,100.161,99.915,100.26,99.915,0.03K,0.37%
5/5/2020,99.787,99.515,100.065,99.45,0.08K,0.21%
5/4/2020,99.573,99.26,99.645,99.26,0.04K,0.45%
5/1/2020,99.13,99.265,99.265,98.855,0.01K,0.07%
4/30/2020,99.058,99.505,99.76,99.01,0.06K,-0.60%
4/29/2020,99.654,99.865,99.94,99.57,0.01K,-0.29%
4/28/2020,99.944,100.22,100.255,99.545,0.01K,-0.16%
4/27/2020,100.107,100.39,100.4,99.9,0.08K,-0.32%
4/24/2020,100.424,100.675,100.9,100.335,0.06K,-0.10%
4/23/2020,100.527,100.58,100.77,100.18,0.07K,0.02%
4/22/2020,100.508,100.37,100.59,100.02,0.05K,0.15%
4/21/2020,100.354,100.25,100.58,100.25,0.05K,0.32%
4/20/2020,100.034,99.925,100.115,99.835,0.02K,0.22%
4/17/2020,99.81,99.715,100.25,99.655,0.04K,-0.25%
4/16/2020,100.065,99.895,100.2,99.645,0.02K,0.62%
4/15/2020,99.451,99.035,99.96,99.035,0.03K,0.61%
4/14/2020,98.852,99.25,99.25,98.78,0.07K,-0.46%
4/13/2020,99.306,99.38,99.505,99.105,0.01K,-0.17%
4/9/2020,99.477,100.325,100.325,99.38,0.04K,-0.68%
4/8/2020,100.155,99.97,100.46,99.97,0.05K,0.23%
4/7/2020,99.929,100.66,100.66,99.705,0.07K,-0.83%
4/6/2020,100.77,100.66,101.015,100.66,0.02K,0.09%
4/3/2020,100.677,100.335,100.985,100.32,0.05K,0.40%
4/2/2020,100.271,99.75,100.37,99.68,0.04K,0.52%
4/1/2020,99.753,98.975,99.775,98.975,0.05K,0.67%
3/31/2020,99.092,99.755,99.985,99,0.04K,-0.16%
3/30/2020,99.246,98.62,99.29,98.345,0.06K,0.73%
3/27/2020,98.526,99.485,99.96,98.39,0.05K,-0.95%
3/26/2020,99.468,100.58,100.58,99.395,0.04K,-1.57%
3/25/2020,101.055,101.825,101.96,100.855,0.03K,-1.23%
3/24/2020,102.312,102.8,102.8,101.61,0.09K,-0.98%
3/23/2020,103.32,103.58,103.97,102.5,0.03K,-0.25%
3/20/2020,103.582,103.63,103.665,102.5,0.04K,-0.19%
3/19/2020,103.78,102.07,103.98,101.305,0.03K,2.12%
3/18/2020,101.623,99.37,102,99.37,0.10K,1.91%
3/17/2020,99.719,98.53,99.96,98.485,0.05K,1.60%
3/16/2020,98.152,98.45,98.685,97.58,27.31K,-0.76%
3/13/2020,98.904,97.595,99.07,97.385,64.17K,1.28%
3/12/2020,97.654,96.545,98.4,96.015,52.41K,1.26%
3/11/2020,96.442,96.21,96.535,95.81,10.28K,0.17%
3/10/2020,96.279,95.225,96.465,95.06,10.29K,1.62%
3/9/2020,94.744,95.65,95.685,94.53,14.93K,-1.09%
3/6/2020,95.785,96.475,96.475,95.54,3.48K,-0.83%
3/5/2020,96.588,97.11,97.12,96.3,0.98K,-0.53%
3/4/2020,97.101,96.955,97.33,96.9,1.32K,0.21%
3/3/2020,96.902,97.24,97.375,96.635,1.24K,-0.15%
3/2/2020,97.046,97.545,97.71,96.87,1.29K,-0.76%
2/28/2020,97.786,98.07,98.315,97.64,1.10K,-0.35%
2/27/2020,98.131,98.64,98.64,97.98,0.48K,-0.47%
2/26/2020,98.593,98.625,98.86,98.51,0.21K,0.06%
2/25/2020,98.536,98.87,98.945,98.475,0.22K,-0.38%
2/24/2020,98.909,99,99.19,98.665,0.30K,0.10%
2/21/2020,98.81,99.38,99.4,98.775,0.30K,-0.60%
2/20/2020,99.406,99.175,99.44,99.175,0.26K,0.18%
2/19/2020,99.227,98.935,99.225,98.925,0.11K,0.27%
2/18/2020,98.963,98.765,99.005,98.69,0.12K,0.33%
2/17/2020,98.635,98.635,98.71,98.595,0.02K,0.00%
2/14/2020,98.635,98.64,98.685,98.54,0.02K,0.05%
2/13/2020,98.588,98.535,98.605,98.5,0.03K,0.04%
2/12/2020,98.552,98.31,98.515,98.23,0.12K,0.33%
2/11/2020,98.227,98.37,98.415,98.23,0.06K,-0.12%
2/10/2020,98.344,98.17,98.4,98.13,0.05K,0.15%
2/7/2020,98.201,97.92,98.215,97.92,0.37K,0.20%
2/6/2020,98.009,97.795,98.07,97.775,0.09K,0.23%
2/5/2020,97.788,97.475,97.8,97.46,0.04K,0.36%
2/4/2020,97.442,97.3,97.47,97.3,0.05K,0.18%
2/3/2020,97.265,96.885,97.465,96.885,0.14K,0.44%
1/31/2020,96.843,97.33,97.4,96.8,0.06K,-0.49%
1/30/2020,97.321,97.47,97.47,97.28,0.06K,-0.12%
1/29/2020,97.434,97.435,97.555,97.41,0.01K,-0.02%
1/28/2020,97.45,97.385,97.555,97.385,0.06K,0.07%
1/27/2020,97.382,97.25,97.4,97.25,0.09K,0.12%
1/24/2020,97.265,97.11,97.35,97.11,0.05K,0.17%
1/23/2020,97.102,96.955,97.195,96.91,0.02K,0.19%
1/22/2020,96.92,96.895,96.97,96.79,0.01K,0.01%
1/21/2020,96.908,96.975,96.98,96.78,0.06K,-0.07%
1/20/2020,96.979,97.09,97.09,97.03,0.01K,0.00%
1/17/2020,96.979,96.675,97,96.675,0.01K,0.31%
1/16/2020,96.682,96.56,96.7,96.455,0.06K,0.11%
1/15/2020,96.579,96.74,96.775,96.515,0.09K,-0.15%
1/14/2020,96.72,96.7,96.885,96.695,0.04K,0.04%
1/13/2020,96.685,96.775,96.83,96.65,0.06K,-0.02%
1/10/2020,96.703,96.86,96.92,96.645,0.06K,-0.10%
1/9/2020,96.801,96.635,96.895,96.635,0.07K,0.17%
1/8/2020,96.636,96.29,96.66,96.29,0.04K,0.30%
1/7/2020,96.347,96.01,96.42,96.01,0.07K,0.37%
1/6/2020,95.995,96.205,96.205,95.915,0.02K,-0.18%
1/3/2020,96.166,96.13,96.415,96.11,0.03K,0.00%
1/2/2020,96.168,95.78,96.17,95.78,0.20K,0.50%
12/31/2019,95.688,95.93,95.93,95.7,0.10K,-0.37%
12/30/2019,96.047,96.28,96.28,95.965,0.03K,-0.15%
12/27/2019,96.187,96.69,96.69,96.19,0.12K,-0.59%
12/26/2019,96.755,96.82,96.82,96.76,0.01K,-0.14%
12/24/2019,96.891,96.925,97,96.875,0.01K,0.02%
12/23/2019,96.875,96.88,97.03,96.875,0.02K,-0.04%
12/20/2019,96.917,96.645,96.975,96.645,0.12K,0.33%
12/19/2019,96.6,96.565,96.68,96.495,0.11K,-0.01%
12/18/2019,96.608,96.505,96.67,96.505,0.01K,0.20%
12/17/2019,96.418,96.465,96.465,96.24,0.03K,-0.17%
12/16/2019,96.58,96.715,96.73,96.495,12.42K,-0.17%
12/13/2019,96.745,96.42,96.81,96.295,27.50K,-0.22%
12/12/2019,96.959,96.64,97.095,96.6,30.46K,0.36%
12/11/2019,96.616,97.065,97.145,96.575,10.15K,-0.34%
12/10/2019,96.95,97.2,97.2,96.94,4.53K,-0.24%
12/9/2019,97.179,97.235,97.275,97.11,10.98K,-0.07%
12/6/2019,97.246,96.955,97.4,96.82,2.85K,0.30%
12/5/2019,96.956,97.12,97.12,96.905,0.45K,-0.24%
12/4/2019,97.187,97.25,97.315,96.95,0.50K,-0.07%
12/3/2019,97.256,97.44,97.44,97.16,0.21K,-0.10%
12/2/2019,97.351,97.785,97.865,97.31,0.68K,-0.43%
11/29/2019,97.767,97.91,98.045,97.735,0.54K,-0.09%
11/28/2019,97.853,97.845,97.9,97.78,0.05K,0.00%
11/27/2019,97.853,97.85,97.905,97.79,0.05K,0.12%
11/26/2019,97.736,97.78,97.865,97.715,0.06K,-0.07%
11/25/2019,97.803,97.775,97.855,97.68,0.17K,0.04%
11/22/2019,97.76,97.425,97.77,97.31,0.10K,0.28%
11/21/2019,97.484,97.28,97.5,97.25,0.07K,0.09%
11/20/2019,97.399,97.365,97.495,97.32,0.06K,0.08%
11/19/2019,97.322,97.33,97.335,97.255,0.03K,0.08%
11/18/2019,97.245,97.39,97.39,97.135,0.10K,-0.21%
11/15/2019,97.451,97.585,97.6,97.425,0.03K,-0.15%
11/14/2019,97.594,97.84,97.84,97.56,0.10K,-0.22%
11/13/2019,97.805,97.745,97.87,97.71,0.02K,0.08%
11/12/2019,97.726,97.69,97.805,97.69,0.07K,0.12%
11/11/2019,97.608,97.78,97.78,97.545,0.58K,-0.18%
11/8/2019,97.786,97.55,97.825,97.55,0.17K,0.21%
11/7/2019,97.579,97.395,97.64,97.32,0.10K,0.23%
11/6/2019,97.359,97.34,97.395,97.24,0.01K,-0.05%
11/5/2019,97.405,96.97,97.41,96.97,0.10K,0.46%
11/4/2019,96.961,96.595,96.97,96.595,0.03K,0.33%
11/1/2019,96.64,96.63,96.845,96.555,0.11K,-0.11%
10/31/2019,96.744,96.815,96.82,96.65,0.16K,-0.28%
10/30/2019,97.019,96.985,97.38,96.875,0.12K,-0.03%
10/29/2019,97.044,97.1,97.27,96.99,0.16K,-0.06%
10/28/2019,97.1,97.225,97.225,97.055,0.14K,-0.08%
10/25/2019,97.179,96.95,97.19,96.95,0.02K,0.20%
10/24/2019,96.985,96.81,97.085,96.675,0.14K,0.17%
10/23/2019,96.821,96.83,96.97,96.795,0.04K,-0.03%
10/22/2019,96.851,96.62,96.81,96.595,0.10K,0.21%
10/21/2019,96.645,96.65,96.695,96.505,0.06K,0.04%
10/18/2019,96.603,96.94,96.945,96.565,0.07K,-0.32%
10/17/2019,96.915,97.335,97.43,96.83,0.19K,-0.40%
10/16/2019,97.308,97.46,97.69,97.205,0.38K,-0.30%
10/15/2019,97.598,97.735,97.93,97.555,0.29K,-0.19%
10/14/2019,97.78,97.735,97.85,97.725,0.93K,0.19%
10/11/2019,97.595,97.965,98.025,97.5,0.18K,-0.41%
10/10/2019,97.996,98.325,98.33,98,0.10K,-0.42%
10/9/2019,98.41,98.27,98.39,98.24,0.01K,0.02%
10/8/2019,98.392,98.145,98.46,98.14,0.29K,0.16%
10/7/2019,98.235,98.115,98.25,98.11,0.01K,0.18%
10/4/2019,98.058,98.075,98.23,98.075,0.01K,-0.05%
10/3/2019,98.105,98.27,98.365,97.885,0.08K,-0.14%
10/2/2019,98.244,98.33,98.54,98.19,0.04K,-0.08%
10/1/2019,98.327,98.665,98.735,98.285,0.09K,-0.25%
9/30/2019,98.571,98.3,98.6,98.3,0.01K,0.26%
9/27/2019,98.311,98.325,98.49,98.255,0.01K,0.00%
9/26/2019,98.315,98.06,98.395,98.06,0.06K,0.11%
9/25/2019,98.209,97.55,98.21,97.55,0.01K,0.74%
9/24/2019,97.487,97.865,97.865,97.47,0.06K,-0.30%
9/23/2019,97.781,97.64,97.845,97.64,0.01K,0.09%
9/20/2019,97.696,97.37,97.78,97.37,0.01K,0.30%
9/19/2019,97.407,97.56,97.56,97.355,0.00K,-0.29%
9/18/2019,97.694,97.345,97.745,97.345,0.09K,0.36%
9/17/2019,97.344,97.7,97.7,97.36,0.00K,-0.85%
9/16/2019,98.175,97.725,98.275,97.615,13.70K,0.35%
9/13/2019,97.83,97.99,97.995,97.56,18.07K,-0.05%
9/12/2019,97.876,98.18,98.67,97.62,38.40K,-0.31%
9/11/2019,98.177,97.87,98.275,97.83,19.63K,0.33%
9/10/2019,97.857,97.87,97.995,97.79,6.21K,0.06%
9/9/2019,97.803,97.975,98.04,97.665,20.11K,-0.12%
9/6/2019,97.925,97.975,98.05,97.71,10.16K,-0.02%
9/5/2019,97.942,97.945,98.07,97.58,1.36K,-0.02%
9/4/2019,97.958,98.49,98.49,97.92,1.23K,-0.57%
9/3/2019,98.519,98.635,98.9,98.435,1.14K,0.10%
9/2/2019,98.418,98.345,98.64,98.29,1.03K,0.00%
8/30/2019,98.418,97.95,98.53,97.87,0.46K,0.40%
8/29/2019,98.027,97.725,98.06,97.685,0.44K,0.33%
8/28/2019,97.7,97.51,97.755,97.505,0.29K,0.22%
8/27/2019,97.49,97.53,97.54,97.37,0.21K,-0.09%
8/26/2019,97.579,97.1,97.57,96.96,0.27K,0.48%
8/23/2019,97.11,97.69,97.95,97.06,0.51K,-0.55%
8/22/2019,97.649,97.775,97.85,97.545,0.26K,-0.12%
8/21/2019,97.771,97.685,97.785,97.605,0.66K,0.11%
8/20/2019,97.668,97.83,97.92,97.61,0.11K,-0.16%
8/19/2019,97.821,97.645,97.865,97.61,0.05K,0.22%
8/16/2019,97.607,97.645,97.805,97.61,0.05K,0.01%
8/15/2019,97.6,97.42,97.65,97.28,0.08K,0.19%
8/14/2019,97.416,97.215,97.465,97.105,0.20K,0.19%
8/13/2019,97.231,96.87,97.25,96.785,0.22K,0.44%
8/12/2019,96.803,96.935,97.15,96.735,0.07K,-0.13%
8/9/2019,96.927,96.965,96.995,96.815,0.10K,-0.12%
8/8/2019,97.04,96.99,97.135,96.87,0.23K,0.08%
8/7/2019,96.96,96.945,97.075,96.75,0.24K,-0.06%
8/6/2019,97.016,96.62,97.115,96.6,0.12K,0.12%
8/5/2019,96.898,97.435,97.435,96.79,0.31K,-0.52%
8/2/2019,97.402,97.64,97.74,97.405,0.10K,-0.28%
8/1/2019,97.674,97.96,98.225,97.6,0.22K,-0.11%
7/31/2019,97.783,97.33,97.975,97.325,0.13K,0.46%
7/30/2019,97.334,97.37,97.485,97.32,0.02K,0.01%
7/29/2019,97.321,97.23,97.4,97.18,0.04K,0.05%
7/26/2019,97.276,97.05,97.35,97.035,0.20K,0.19%
7/25/2019,97.087,96.99,97.18,96.78,0.32K,0.10%
7/24/2019,96.989,97,97.01,96.82,0.12K,0.03%
7/23/2019,96.963,96.515,96.98,96.515,0.30K,0.48%
7/22/2019,96.495,96.37,96.495,96.365,0.03K,0.13%
7/19/2019,96.372,95.995,96.39,95.995,0.05K,0.38%
7/18/2019,96.004,96.345,96.41,95.915,0.02K,-0.40%
7/17/2019,96.393,96.52,96.545,96.35,0.09K,-0.20%
7/16/2019,96.588,96.18,96.595,96.18,0.09K,0.51%
7/15/2019,96.095,96.055,96.145,95.95,0.05K,0.13%
7/12/2019,95.974,96.14,96.14,95.975,0.17K,-0.24%
7/11/2019,96.207,96.08,96.24,96,0.01K,-0.04%
7/10/2019,96.246,96.63,96.63,96.225,0.23K,-0.39%
7/9/2019,96.625,96.605,96.715,96.605,0.02K,0.12%
7/8/2019,96.514,96.435,96.535,96.385,0.13K,0.08%
7/5/2019,96.435,95.975,96.505,95.975,0.31K,0.58%
7/4/2019,95.876,95.835,95.925,95.835,0.03K,0.00%
7/3/2019,95.876,95.845,95.9,95.785,0.38K,0.04%
7/2/2019,95.839,96.005,96.005,95.745,0.14K,-0.14%
7/1/2019,95.976,95.43,95.98,95.43,0.30K,0.75%
6/28/2019,95.266,95.34,95.405,95.23,0.03K,-0.08%
6/27/2019,95.342,95.4,95.5,95.285,0.19K,0.00%
6/26/2019,95.343,95.43,95.43,95.34,0.01K,0.08%
6/25/2019,95.263,95.095,95.49,94.975,0.14K,0.17%
6/24/2019,95.102,95.255,95.28,95.125,0.04K,-0.23%
6/21/2019,95.318,95.635,95.81,95.29,0.05K,-0.44%
6/20/2019,95.738,96.3,96.3,95.7,0.07K,-0.43%
6/19/2019,96.152,96.74,96.74,96.255,0.02K,-0.59%
6/18/2019,96.718,96.75,96.81,96.7,0.02K,-0.34%
6/17/2019,97.052,97.055,97.095,96.82,11.29K,-0.01%
6/14/2019,97.065,96.53,97.085,96.44,35.66K,0.58%
6/13/2019,96.509,96.46,96.57,96.345,28.94K,0.05%
6/12/2019,96.46,96.135,96.475,96.035,11.83K,0.34%
6/11/2019,96.135,96.195,96.345,96.095,9.72K,-0.07%
6/10/2019,96.205,96.06,96.4,96.05,11.76K,0.24%
6/7/2019,95.975,96.45,96.595,95.89,5.87K,-0.52%
6/6/2019,96.475,96.765,96.925,96.23,2.43K,-0.29%
6/5/2019,96.751,96.5,96.805,96.15,1.45K,0.28%
6/4/2019,96.484,96.615,96.735,96.395,1.03K,-0.06%
6/3/2019,96.54,97.105,97.175,96.5,0.90K,-0.61%
5/31/2019,97.136,97.515,97.535,97.105,0.49K,-0.39%
5/30/2019,97.513,97.475,97.625,97.46,0.11K,0.01%
5/29/2019,97.5,97.285,97.56,97.235,0.21K,0.20%
5/28/2019,97.302,97.065,97.305,97.065,0.14K,0.36%
5/27/2019,96.952,96.95,97.125,96.88,0.14K,0.00%
5/24/2019,96.952,97.205,97.23,96.9,0.30K,-0.25%
5/23/2019,97.193,97.46,97.715,97.14,0.26K,-0.16%
5/22/2019,97.346,97.335,97.415,97.2,0.04K,-0.02%
5/21/2019,97.361,97.29,97.41,97.185,0.04K,0.14%
5/20/2019,97.229,97.275,97.35,97.19,0.03K,-0.06%
